renderer	mesh	meshPath	meshGuid	material	shader	materialGuid	triangles	distance
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 14	V5_Physics_Boulder_05_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_05_CenteredUnit.asset	9458e42ababc9504f8929a3480df0061	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	152	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 15	V5_Physics_Boulder_06_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_06_CenteredUnit.asset	479fb44e71569d745848cc9b592b1d5e	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 16	V5_Physics_Boulder_07_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_07_CenteredUnit.asset	2d7c67f31bd7dce4bb75eb0e68552e86	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 17	V5_Physics_Boulder_00_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_00_CenteredUnit.asset	23ad7314d6415c2489a6043042c898cb	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	164	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 18	V5_Physics_Boulder_01_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_01_CenteredUnit.asset	e46e2e752a92f4445b9dff28264cc4ba	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	140	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 19	V5_Physics_Boulder_02_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_02_CenteredUnit.asset	8865e400055100a48b08f0300d227217	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 20	V5_Physics_Boulder_03_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_03_CenteredUnit.asset	4586f8f90eb8d9142b7b13004a95328e	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	140	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 21	V5_Physics_Boulder_04_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_04_CenteredUnit.asset	77b3da2cd22d6c64fb9a0a3d68769e71	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	152	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 22	V5_Physics_Boulder_05_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_05_CenteredUnit.asset	9458e42ababc9504f8929a3480df0061	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	152	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 23	V5_Physics_Boulder_06_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_06_CenteredUnit.asset	479fb44e71569d745848cc9b592b1d5e	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 24	V5_Physics_Boulder_07_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_07_CenteredUnit.asset	2d7c67f31bd7dce4bb75eb0e68552e86	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 25	V5_Physics_Boulder_00_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_00_CenteredUnit.asset	23ad7314d6415c2489a6043042c898cb	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	164	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 26	V5_Physics_Boulder_01_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_01_CenteredUnit.asset	e46e2e752a92f4445b9dff28264cc4ba	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	140	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 27	V5_Physics_Boulder_02_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_02_CenteredUnit.asset	8865e400055100a48b08f0300d227217	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 28	V5_Physics_Boulder_03_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_03_CenteredUnit.asset	4586f8f90eb8d9142b7b13004a95328e	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	140	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 29	V5_Physics_Boulder_04_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_04_CenteredUnit.asset	77b3da2cd22d6c64fb9a0a3d68769e71	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	152	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 30	V5_Physics_Boulder_05_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_05_CenteredUnit.asset	9458e42ababc9504f8929a3480df0061	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	152	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 31	V5_Physics_Boulder_06_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_06_CenteredUnit.asset	479fb44e71569d745848cc9b592b1d5e	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 32	V5_Physics_Boulder_07_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_07_CenteredUnit.asset	2d7c67f31bd7dce4bb75eb0e68552e86	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 33	V5_Physics_Boulder_00_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_00_CenteredUnit.asset	23ad7314d6415c2489a6043042c898cb	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	164	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 34	V5_Physics_Boulder_01_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_01_CenteredUnit.asset	e46e2e752a92f4445b9dff28264cc4ba	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	140	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 35	V5_Physics_Boulder_02_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_02_CenteredUnit.asset	8865e400055100a48b08f0300d227217	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 36	V5_Physics_Boulder_03_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_03_CenteredUnit.asset	4586f8f90eb8d9142b7b13004a95328e	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	140	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 37	V5_Physics_Boulder_04_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_04_CenteredUnit.asset	77b3da2cd22d6c64fb9a0a3d68769e71	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	152	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 38	V5_Physics_Boulder_05_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_05_CenteredUnit.asset	9458e42ababc9504f8929a3480df0061	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	152	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 39	V5_Physics_Boulder_06_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_06_CenteredUnit.asset	479fb44e71569d745848cc9b592b1d5e	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 40	V5_Physics_Boulder_07_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_07_CenteredUnit.asset	2d7c67f31bd7dce4bb75eb0e68552e86	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 41	V5_Physics_Boulder_00_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_00_CenteredUnit.asset	23ad7314d6415c2489a6043042c898cb	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	164	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 42	V5_Physics_Boulder_01_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_01_CenteredUnit.asset	e46e2e752a92f4445b9dff28264cc4ba	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	140	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 43	V5_Physics_Boulder_02_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_02_CenteredUnit.asset	8865e400055100a48b08f0300d227217	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 44	V5_Physics_Boulder_03_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_03_CenteredUnit.asset	4586f8f90eb8d9142b7b13004a95328e	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	140	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 45	V5_Physics_Boulder_04_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_04_CenteredUnit.asset	77b3da2cd22d6c64fb9a0a3d68769e71	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	152	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 46	V5_Physics_Boulder_05_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_05_CenteredUnit.asset	9458e42ababc9504f8929a3480df0061	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	152	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 47	V5_Physics_Boulder_06_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_06_CenteredUnit.asset	479fb44e71569d745848cc9b592b1d5e	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 02/Platform Piece 48	V5_Physics_Boulder_07_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_07_CenteredUnit.asset	2d7c67f31bd7dce4bb75eb0e68552e86	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 03	Runtime Earth Platform			RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	32	60.15
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 03/Platform Piece 01	V5_Physics_Boulder_00_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_00_CenteredUnit.asset	23ad7314d6415c2489a6043042c898cb	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	164	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 03/Platform Piece 02	V5_Physics_Boulder_01_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_01_CenteredUnit.asset	e46e2e752a92f4445b9dff28264cc4ba	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	140	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 03/Platform Piece 03	V5_Physics_Boulder_02_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_02_CenteredUnit.asset	8865e400055100a48b08f0300d227217	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	128	60.59
Earth Online Runtime/Online Player Two Authoring/Earth Magic Runtime [Online Two]/Earth Platform 03/Platform Piece 04	V5_Physics_Boulder_03_CenteredUnit	Assets/Elemental/Content/GraphicsV5/Physics/V5_Physics_Boulder_03_CenteredUnit.asset	4586f8f90eb8d9142b7b13004a95328e	RumbleSandstone	Elemental/Graphics V5/Rumble Rock Lit	d0239ba4c83ca2a4e8f8ebeea7e809c4	140	60.59
